company,job_title,country,city,district,job_type
WSC,Business Analyst,Egypt,Giza,,Full Time
Asset Technology Group,Software Project Manager,Egypt,Cairo,Sheraton,Full Time
Confidential,Developer Analyst,Egypt,Cairo,,Full Time
Al Ahly capital holding - Al Ahly Tamkeen,Senior Quality Assurance Testers,Egypt,Cairo,,Full Time
Farah Experiences LLC,Application Support Manager (Maximo/Kronos),United Arab Emirates,Dubai,,Full Time
Stantec,Architect,United Arab Emirates,Dubai,,Full Time
Persistence Recruitment,Business Analyst - Saudi National Preferred,Saudi Arabia,Riyadh,,Full Time
Amazon MENA,Software Development Engineer,United Arab Emirates,Dubai,,Full Time
Amazon MENA,"Vendor Consultant, Spanish",Egypt,Cairo,,Full Time
WSC,Drupal Developer,Egypt,Giza,,Full Time
Air Products (Middle East) FZE,Operational Excellence Mechanical Integrity Engineer,Saudi Arabia,Khobar,,Full Time
Air Products (Middle East) FZE,Lead Systems Engineer,Saudi Arabia,Jizan,,Full Time
Help AG,Senior Splunk Engineer,Saudi Arabia,Riyadh,,Full Time
Help AG,Identity & Security Solution Engineer,United Arab Emirates,Dubai,,Full Time
Help AG,GRC Consultant,Saudi Arabia,Riyadh,,Full Time
Help AG,Senior Cybersecurity Engineer - SOC,Saudi Arabia,Riyadh,,Full Time
Help AG,Senior Network Security Consultant,United Arab Emirates,Dubai,,Full Time
Help AG,Service Renewals Specialist,United Arab Emirates,Dubai,,Full Time
UHRS,Programme Associate-2 Months Contract,United Arab Emirates,Dubai,,Full Time
UHRS,Speaker Manager-2 Months Contract,United Arab Emirates,Dubai,,Full Time
BayanTech,System Admin,Egypt,Cairo,,Full Time
Foreground Consultancy,Hard Services Manager,Qatar,Doha,,Full Time
WSC,Backend Developer .Net,Egypt,Giza,,Full Time
YOUXEl Technology,Senior Android Developer,Egypt,Cairo,,Full Time
YOUXEl Technology,Senior Android Developer,Egypt,Cairo,,Work From Home
TechJump,Technical Support Engineer - German Speaker,Egypt,Alexandria,,Full Time
TechJump,Technical Support Engineer - German Speaker,Egypt,Alexandria,,Work From Home
Al Ahly capital holding - Al Ahly Tamkeen,Quality Assurance Tester,Egypt,Cairo,Maadi,Full Time
ITSS,Senior Odoo Developer,Egypt,Cairo,Maadi,Full Time
Dimofinf Operations Center,Technical Recruiter,Egypt,Cairo,Nasr City,Full Time
Robiquity,Consultant,Egypt,Cairo,New Cairo,Full Time
Robiquity,Associate Consultant,Egypt,Cairo,New Cairo,Full Time
egabi solutions,SR. JAVA (ADF) Developer,Egypt,Cairo,Sheraton,Full Time
Tasnee,"Technician IV, Hail Mechanical Job",Saudi Arabia,Hail,,Full Time
Hawk-Eye Innovations Ltd,"Football Systems Operator - Saudi Arabia, Riyadh",Saudi Arabia,Riyadh,,Full Time
PwC - United Arab Emirates,Core Assurance COOPs - All KSA,Saudi Arabia,Riyadh,,Full Time
Jacobs Engineering Group Inc,Senior Commercial Manager,Saudi Arabia,Riyadh,,Full Time
Jacobs Technology Inc.,Senior Commercial Manager,Saudi Arabia,Riyadh,,Full Time
Tenable,Security Engineer OT,United Arab Emirates,Dubai,,Full Time
Sidra Medicine,Senior Engineer – Biomedical,Qatar,Doha,,Full Time
ITMAM,Associate Technology service,United Arab Emirates,Abu Dhabi,,Full Time
softprograms,Oracle EBS Financial Consultant,Egypt,Cairo,Nasr City,Full Time
GHD,QA/QC Engineer,United Arab Emirates,Abu Dhabi,,Full Time
Splonline,E2E Ops Performance Director,Saudi Arabia,Riyadh,,Full Time
DP World,TECHNICIAN - A/C,United Arab Emirates,Dubai,,Full Time
Confidential,Oracle ADF Developer,Egypt,Cairo,10th of Ramadan City,Full Time
Erpplus5,Front End Developer,Egypt,Cairo,,Full Time
Erpplus5,Business Analyst,Egypt,Cairo,Maadi,Full Time
Erpplus5,Software Quality Control and Tester,Egypt,Cairo,Maadi,Full Time
Confidential,Software Tester,Egypt,Cairo,Maadi,Part Time
Sio365,ENQUIRY FOR FROZEN CHICKEN,United Arab Emirates,Dubai,,Full Time
GetTechForce.com,Senior Python / Docker / Flask developer,Egypt,Cairo,,Full Time
GetTechForce.com,Senior Python / Docker / Flask developer,Egypt,Cairo,,Work From Home
GetTechForce.com,Senior Full Stack Developer,Egypt,Cairo,,Full Time
GetTechForce.com,Senior Full Stack Developer,Egypt,Cairo,,Work From Home
GetTechForce.com,Senior Data Engineer - Remote,Egypt,Cairo,,Work From Home
Easy Cash,Information Security Engineer,Egypt,Cairo,Heliopolis,Full Time
John Wood Group PLC,PMC Senior I&C Engineer,United Arab Emirates,Dubai,,Full Time
Itsecurityct,SOC Analyst Level 2,Saudi Arabia,Riyadh,,Full Time
Almoosa Specialist Hospital,Data Analyst Specialist,Saudi Arabia,Riyadh,,Full Time
"HealthPlan Services, Inc.",SME/Solution Architect - Oracle,United Arab Emirates,Dubai,,Full Time
flydubai,Software Engineer,United Arab Emirates,Dubai,,Full Time
PwC - United Arab Emirates,"Consulting, Finance & Accounting - Director (Riyadh/Dubai)",Saudi Arabia,Riyadh,,Full Time
Etihad Airways,Senior Inventory Analyst,United Arab Emirates,Abu Dhabi,,Full Time
Sio365,ENQUIRY FOR HDPE GRANULES,United Arab Emirates,Dubai,,Full Time
Petrofac,Principal Engineer - Cathodic Protection,United Arab Emirates,Dubai,,Full Time
Etihad Airways,Manager Network Revenue Optimization,United Arab Emirates,Abu Dhabi,,Full Time
IBM WTC Egypt,Test Specialist:Middleware,Egypt,Cairo,,Full Time
LINK TSP,Technical Lead,Egypt,Cairo,New Cairo,Full Time
SPIE,Lead Quality E&I / Telecoms M/F,Qatar,Doha,,Full Time
Gulf Business Machines PND,"Technical Sales Leader - Data&AI, Automation - UAE",United Arab Emirates,Dubai,,Full Time
Cargoes,TECHNICIAN - A/C,United Arab Emirates,Dubai,,Full Time
OA- Mastercard,"Senior Managing Consultant, Advisors Business Development, Digital",United Arab Emirates,Dubai,,Full Time
Sidra Medicine,Senior Analyst - Business Application - Oracle Fusion,Qatar,Doha,,Full Time
Tazweed,Project Manager Contact Center,United Arab Emirates,Abu Dhabi,,Full Time
Charterhouse Middle East,Metadata Management Lead,United Arab Emirates,Dubai,,Full Time
Giza Arabia,Senior Sales Account Manager - Central Government(copy),Saudi Arabia,Riyadh,,Full Time
Beach Rotana,Painter,United Arab Emirates,Abu Dhabi,,Full Time
Giza Arabia,Sales Account Manager- Health&Eduaction(copy),Saudi Arabia,Riyadh,,Full Time
Transguard group,Account Manager-Facilities Management Soft Services,United Arab Emirates,Dubai,,Full Time
Parker Connect,Operations Lead - IoT Service and Call Center,United Arab Emirates,Dubai,,Full Time
Wood,Senior Electrical Engineer,United Arab Emirates,Dubai,,Full Time
Efada Technology,Hybris backend Developer,Egypt,Cairo,Zamalek,Full Time
MFG,App and Web developer,Egypt,Cairo,Katameya,Full Time
MFG,App and Web developer,Egypt,Cairo,Katameya,Part Time
LINK TSP,Project Manager,Egypt,Cairo,New Cairo,Full Time
MedVAlley S.A.E,IT Help Desk,Egypt,Cairo,New Cairo,Full Time
MedVAlley S.A.E,IT Help Desk,Egypt,Cairo,New Cairo,Shift Based
QARA,Senior Backend Node.js Developer - Mongo DB,Egypt,Cairo,New Cairo,Full Time
MedVAlley S.A.E,System Administrator,Egypt,Cairo,New Cairo,Full Time
MedVAlley S.A.E,System Administrator,Egypt,Cairo,New Cairo,Shift Based
Trans World Trading,IT Administrator,Egypt,Giza,Abu Rawash,Full Time
Enable,IT Technical Support,Egypt,Cairo,Nasr City,Full Time
Confidential,System Analyst,Egypt,Cairo,Nasr City,Full Time
Nahdet Misr Publishing Group,SAP FICO Consultant,Egypt,Giza,Mohandessin,Full Time
Petrofac,Principal Engineer - Information Management,United Arab Emirates,Dubai,,Full Time
UHRS,COUPA Change Manager,United Arab Emirates,Dubai,,Full Time
akkodis,Life science - Test M/F,United Arab Emirates,Dubai,,Full Time
Petrofac,Principal Engineer - Metallurgy & Corrosion,United Arab Emirates,Dubai,,Full Time
Hawk-Eye Innovations Ltd,"Football Systems Operator - Saudi Arabia, Dammam",Saudi Arabia,Riyadh,,Full Time
Hawk-Eye Innovations Ltd,"Football Systems Operator - Saudi Arabia, Jeddah",Saudi Arabia,Jeddah,,Full Time
Giza Arabia Systems,Project Coordinator,Egypt,Cairo,,Full Time
OA- Mastercard,Principal - Data & Services Business Development,United Arab Emirates,Dubai,,Full Time
Giza Arabia Systems,Senior Communication Engineer - Transmission,Egypt,Cairo,,Full Time
UrbaCon Contracting & Trading Company,AV Engineer,Qatar,Doha,,Full Time
Pantera,Sr. Custody & Exchange Operations Manager,United Arab Emirates,Dubai,,Full Time
Dedalus,Java Full Stack Developer,Egypt,Cairo,Nasr City,Full Time
Premier Services and Recruitment,.NET WPF Developer,Egypt,Cairo,,Full Time
Premier Services and Recruitment,.Net React Full-stack Developer,Egypt,Cairo,,Full Time
Premier Services and Recruitment,.Net Test Analyst,Egypt,Cairo,,Full Time
K Line Europe,Senior Drupal Developer,Egypt,Cairo,,Full Time
K Line Europe,Senior Drupal Developer,Egypt,Cairo,,Work From Home
Link Datacenter,Senior Technical Recruiter,Egypt,Cairo,Maadi,Full Time
WSC,Senior Java Developer,Egypt,Giza,Dokki,Full Time
Yespays,Selenium Automation Tester,Egypt,Cairo,New Cairo,Full Time
Yespays,Selenium Automation Tester,Egypt,Cairo,New Cairo,Part Time
flydubai,Senior Analyst - Financial Planning & Control,United Arab Emirates,Dubai,,Full Time
John Wood Group PLC,Senior Process Engineer - Hydrogen,United Arab Emirates,Dubai,,Full Time
Etihad Airways,Inventory Analyst,United Arab Emirates,Abu Dhabi,,Full Time
Nacita,Junior IT Help Desk,Egypt,Cairo,,Full Time
Wood,Senior Recruiter,United Arab Emirates,Dubai,,Full Time
Delta Egypt For Lighting,IT System Admin,Egypt,Cairo,Obour City,Full Time
Alshaya Group,Maintenance Technician - Central Production Facility - Kuwait,Kuwait,Kuwait City,,Full Time
Qureos,Virtual Project Management Internship,Egypt,Cairo,,Full Time
Rose Rayhaan by Rotana,Team Leader - Guest Services - Russian Speaker,United Arab Emirates,Dubai,,Full Time
Centro Capital - Doha,Team Leader - Guest Services,Qatar,Doha,,Full Time
Al Marwa Rayhaan by Rotana,A/C Technician,Saudi Arabia,Riyadh,,Full Time
Xische & Co,Liferay Developer(Remote),United Arab Emirates,Dubai,,Full Time
Xische & Co,Liferay Developer(Remote),United Arab Emirates,Dubai,,Work From Home
Yanbu Aramco Sinopec Refining Company (YASREF),Support Services Analyst II,Saudi Arabia,Yanbu,,Full Time
NOMAC,"Operations Director PV, Central & Eastern Cluster",Saudi Arabia,Jeddah,,Full Time
Professional Recruitment,HR Consultant,Saudi Arabia,Riyadh,,Full Time
Confidential,IT Manager,Egypt,Cairo,Heliopolis,Full Time
Bydotpy,Product Manager,Egypt,Cairo,New Cairo,Full Time
Confidential,IT Digital Transformation Manager,Egypt,Cairo,Nasr City,Full Time
Cashcall,Technical Operations Engineer,Egypt,Cairo,Maadi,Full Time
Lumin,Senior Infrastructure Engineer,Egypt,Giza,Sheikh Zayed,Full Time
SSC Egypt,Senior NET Developer,Egypt,Cairo,,Work From Home
International Advanced,Customer Support Representative,Egypt,Cairo,Nasr City,Full Time
ENOVA Facilities Management,JR_IT Support,Egypt,Cairo,New Cairo,Full Time
Confidential,Senior Business Analyst,Egypt,Cairo,,Full Time
WSC,Front End Developer,Egypt,Giza,,Full Time
Callvita,React Native UI Software Engineer,Egypt,Cairo,New Cairo,Full Time
Callvita,Full Stack Software Engineer,Egypt,Cairo,Maadi,Full Time
New Energy EV,Wordpress Developer,Egypt,Cairo,Maadi,Full Time
New Energy EV,Wordpress Developer,Egypt,Cairo,Maadi,Freelance / Project
New Energy EV,Wordpress Developer,Egypt,Cairo,Maadi,Work From Home
Informatique Education,Business Analyst,Egypt,Cairo,Nasr City,Full Time
Informatique Education,project manager,Egypt,Cairo,Nasr City,Full Time
Tawzef,Senior Business Intelligence Specialist,Egypt,Giza,Mohandessin,Full Time
Bevatel,Senior Software Engineer,Egypt,Giza,Dokki,Full Time
Wicresoft,Technical Support Engineer,Egypt,Cairo,,Full Time
Airpoint,Software Sales Representative/Manager,Egypt,Cairo,Maadi,Full Time
Fixed Solutions,Digital Marketing Manager,Egypt,Cairo,,Full Time
RDI,Sales Account Manager,Egypt,Giza,Dokki,Full Time
eVision,Devops Engineer,Egypt,Cairo,New Cairo,Full Time
Travolic.LLc,Junior Backend Developer,Egypt,Cairo,New Cairo,Full Time
eSense,Senior Software Engineer,Jordan,Amman,,Full Time
eSense,Senior Software Engineer,Jordan,Amman,,Work From Home
Zewail City,Technical Support Specialist,Egypt,Giza,6th of October,Full Time
Zewail City,Student Information System (SIS) Specialist,Egypt,Giza,6th of October,Full Time
BeConnected,Senior Backend PHP Developer,Egypt,Giza,6th of October,Full Time
Lumin,Sales Account Manager - Fintech,Egypt,Giza,Sheikh Zayed,Full Time
IBM WTC Egypt,Test Specialist,Egypt,Cairo,,Full Time
Fluor Corporation,Associate Project Controls Specialist II,Saudi Arabia,Riyadh,,Full Time
Giza Arabia Systems,Senior React Native Developer,Egypt,Cairo,,Full Time
Giza Arabia Systems,Senior Aris Developer,Egypt,Cairo,,Full Time
Giza Arabia Systems,Presales Manager - Enterprise Business Solutions,Egypt,Cairo,,Full Time
Confidential,Computer Science & Computer Engineering Fresh Graduates,Egypt,Cairo,Heliopolis,Full Time
MegaSoft,Junior Software Engineer,Egypt,Cairo,Heliopolis,Full Time
Poverty Action Lab,Senior Administrative Assistant,Egypt,Cairo,,Full Time
Sio365,ENQUIRY FOR ZINC,United Arab Emirates,Dubai,,Full Time
Gulf Business Machines PND,Technology Sales SME Data&AI MEA,United Arab Emirates,Dubai,,Full Time
Zurich International Life,Senior Transformation Consultant,United Arab Emirates,Dubai,,Full Time
UrbaCon Contracting & Trading Company,Senior Project Engineer - Electrical,Saudi Arabia,Riyadh,,Full Time
Sio365,ENQUIRY FOR DOCUMENT DIGITIZATION SERVICES SUPPLIERS,United Arab Emirates,Dubai,,Full Time
Cargoes,"Cash Management Accountant Suez, Egypt Posted on 10/22/2023",Egypt,Suez,,Full Time
DHS Arabia,Desktop Support Engineer,Saudi Arabia,Riyadh,,Full Time
Rotana Corporate Office,Corporate Director of Learning & Development and Talent Management,United Arab Emirates,Abu Dhabi,,Full Time
Qudrah Fitness,Front Desk/Customer Service,United Arab Emirates,Sharjah,,Full Time
Professional Recruitment,Senior Analyst,Saudi Arabia,Riyadh,,Full Time
Professional Recruitment,Operations Support Specialist,Saudi Arabia,Riyadh,,Full Time
Alert International,safety and security supervisor,Saudi Arabia,Riyadh,,Full Time
SABA,Project Manager - Data Networks (ICT),Egypt,Cairo,Heliopolis,Full Time
Softec Technologies,Software Product Owner,United Arab Emirates,Abu Dhabi,,Full Time
Ejada,Graphic Designer,Egypt,Cairo,,Full Time
Sarmady,Front End Team Lead,Egypt,Giza,Mohandessin,Full Time
Sarmady,Senior Front-End Developer,Egypt,Giza,Mohandessin,Full Time
Heineken,Business Analyst - Supply Chain Business Control,Egypt,Cairo,,Full Time
Sio365,SHOT CRETE MACHINE RENT,United Arab Emirates,Dubai,,Full Time
Sio365,ENQUIRY FOR INTERLOCK TILE PRODUCTS,United Arab Emirates,Dubai,,Full Time
Giza Arabia Systems,Senior Pega Developer,Egypt,Cairo,,Full Time
Sio365,ENQUIRY FOR SCREEN BLOCK OR CLAUSTRA BLOCK,United Arab Emirates,Dubai,,Full Time
Union Coop,Senior Full Stack Developer (on-site),Egypt,Giza,Dokki,Full Time
Algoriza,Senior Java Developer,Egypt,Giza,,Full Time
Azdan Business Analytics,Senior ERP Project Manager,Egypt,Cairo,,Full Time
BI-Technologies,Application Support Engineer,Egypt,Cairo,New Cairo,Full Time
Perfect Presentation,Genesys Engineer,Egypt,Giza,6th of October,Full Time
Nacita,IT Manager,Egypt,Giza,6th of October,Full Time
Trufla,Product Manager,Egypt,Cairo,Heliopolis,Full Time
Confidential,Full Stack Developer,Egypt,Cairo,,Full Time
Samcrete Engineers & contractors,Senior Oracle Technical Developer,Egypt,Giza,Haram,Full Time
Osolutions,Flutter Developer,Egypt,Cairo,Sheraton,Full Time
Victory Link,Senior Flutter Developer,Egypt,Cairo,Maadi,Full Time
Netcompay- Intrasoft,SAP HCM Consultant/ SF,Egypt,Cairo,,Full Time
Smart Cards application,Front End Developer,Egypt,Giza,6th of October,Full Time
CrossWorkers,Full-Stack Java Developer (Java &Angular),Egypt,Cairo,New Cairo,Full Time
Trufla,Senior Software Business Analyst,Egypt,Cairo,Heliopolis,Full Time
Sceel.io,Senior Talend Architect,Egypt,Cairo,Maadi,Full Time
Sceel.io,Data Solution Architect,Egypt,Cairo,Maadi,Full Time
Confidential,IT Responsible,Egypt,Alexandria,Bourj Alarab,Full Time
Sceel.io,Data Management Consultant,Egypt,Cairo,Maadi,Full Time
CyberX,UI UX Designer,Egypt,Cairo,,Full Time
CyberX,Unity Game Developer 3D,Egypt,Cairo,,Full Time
Cryptostart,Founder,United Arab Emirates,Dubai,,Full Time
Sio365,COLD STORAGE,United Arab Emirates,Dubai,,Full Time
Jasara Program Management Company,Testing & Commissioning Manager (Systems MEP) - THE LINE,Saudi Arabia,Riyadh,,Full Time
"Bts, Llc",Mid-Level All-Source RFI Manager,Kuwait,Kuwait City,,Full Time
Perfect Presentation,Application Support Engineer,Egypt,Giza,6th of October,Full Time
Applus+,IMS Technician(Onshore/ Offshore),Qatar,Doha,,Full Time
University of Doha for Science and Technology (UDST),Security Specialist,Qatar,Doha,,Full Time
Professional Recruitment,Infrastructure Engineer,Saudi Arabia,Riyadh,,Full Time
Professional Recruitment,Microsoft Dynamics Senior Technical,Saudi Arabia,Riyadh,,Full Time
Professional Recruitment,AX Functional Consultant,Saudi Arabia,Riyadh,,Full Time
University of Doha for Science and Technology (UDST),"Manager, Student Information Systems",Qatar,Doha,,Full Time
World Food Program - Other locations,Monitoring Assistant SC,Egypt,Cairo,,Full Time
Expert Apps,Scrum Master,Egypt,Cairo,Maadi,Full Time
FinBi Finance & Banking Consultants International,Senior Systems Engineer,Egypt,Giza,Dokki,Full Time
FinBi Finance & Banking Consultants International,Senior Technical Support,Egypt,Giza,Dokki,Full Time
FinBi Finance & Banking Consultants International,Senior Network security engineer,Egypt,Giza,Dokki,Full Time
Bevatel,SaaS Product Manager,Egypt,Giza,Dokki,Full Time
Nahr Development,Full-Stack .NET Web Developer,Egypt,Cairo,Mokattam,Full Time
EGID company,Senior Full Stack Developer,Egypt,Cairo,New Cairo,Full Time
Al-Meshka,IT Support Engineer,Egypt,Giza,,Part Time
Confidential,Senior React Frontend Developer,Egypt,Cairo,Sheraton,Full Time
Confidential,Senior React Frontend Developer,Egypt,Cairo,Sheraton,Work From Home
International Advanced,Senior PHP Developer,Egypt,Cairo,Nasr City,Full Time
waffarha.com,Product Owner,Egypt,Cairo,Downtown,Full Time
TREX,Sr. Full-Stack Mobile Developer,Egypt,Cairo,,Full Time
Perfect Presentation,SCM Consultant,Egypt,Giza,6th of October,Full Time
Perfect Presentation,HCM Consultant,Egypt,Giza,6th of October,Full Time
Perfect Presentation,Senior Financial Consultant,Egypt,Giza,6th of October,Full Time
eT3 - Tomorrow Information Technology,CVM Application Engineer,Egypt,Cairo,New Cairo,Full Time
AK IT Consulting,Odoo Developer,Egypt,Cairo,Nasr City,Full Time
Perfect Presentation,Oracle Apps Technical Consultant,Egypt,Giza,6th of October,Full Time
eT3 - Tomorrow Information Technology,Solution Architect,Egypt,Cairo,New Cairo,Full Time
Perfect Presentation,Database Administrator,Egypt,Giza,6th of October,Full Time
eT3 - Tomorrow Information Technology,Test Specialist - Data,Egypt,Cairo,New Cairo,Full Time
Confidential,Oracle EBS Senior Techno Consultant,Egypt,Cairo,,Full Time
